"correct_response","gender","grammatical_property","grammatical_property_trigger","grammaticality","grammaticality_trigger","language","list","materials_version","noun_adj_ID","number","sentence","sentence_trigger","session","target_word_location","target_word_trigger","verb_noun_ID","verb_type","word1","word1_duration","word10","word10_duration","word2","word2_duration","word3","word3_duration","word4","word4_duration","word5","word5_duration","word6","word6_duration","word7","word7_duration","word8","word8_duration","word9","word9_duration"
"right_button","feminine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","13_4","singular","Je carter es suciejur y je nuez tambien.","110","Session 3","word4","40","","copula_be","Je","250","","","carter","355","es","250","suciejur","385","y","250","je","250","nuez","285","tambien.","425","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","14_4","singular","Je cacerol es suciejur y je mes tambien.","111","Session 3","word4","40","","copula_be","Je","250","","","cacerol","390","es","250","suciejur","385","y","250","je","250","mes","250","tambien.","425","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","15_4","singular","Je mes es suciejur y je habitacion tambien.","112","Session 3","word4","40","","copula_be","Je","250","","","mes","250","es","250","suciejur","385","y","250","je","250","habitacion","495","tambien.","425","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","16_4","singular","Je habitacion es suciejur y je cacerol tambien.","113","Session 3","word4","40","","copula_be","Je","250","","","habitacion","495","es","250","suciejur","385","y","250","je","250","cacerol","390","tambien.","425","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","17_4","singular","Je nuez es suciejur y je habitacion tambien.","114","Session 3","word4","40","","copula_be","Je","250","","","nuez","285","es","250","suciejur","385","y","250","je","250","habitacion","495","tambien.","425","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","18_4","singular","Je raiz es suciejur y je cacerol tambien.","115","Session 3","word4","40","","copula_be","Je","250","","","raiz","285","es","250","suciejur","385","y","250","je","250","cacerol","390","tambien.","425","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","19_4","singular","Ze espej es suciezur y ze tambor tambien.","116","Session 3","word4","40","","copula_be","Ze","250","","","espej","320","es","250","suciezur","385","y","250","ze","250","tambor","355","tambien.","425","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","20_4","singular","Ze vestid es suciezur y ze tambor tambien.","117","Session 3","word4","40","","copula_be","Ze","250","","","vestid","355","es","250","suciezur","385","y","250","ze","250","tambor","355","tambien.","425","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","21_4","singular","Ze tejad es suciezur y ze tenedor tambien.","118","Session 3","word4","40","","copula_be","Ze","250","","","tejad","320","es","250","suciezur","385","y","250","ze","250","tenedor","390","tambien.","425","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","22_4","singular","Ze aguacate es suciezur y ze tejad tambien.","119","Session 3","word4","40","","copula_be","Ze","250","","","aguacate","425","es","250","suciezur","385","y","250","ze","250","tejad","320","tambien.","425","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","23_4","singular","Ze tambor es suciezur y ze vestid tambien.","120","Session 3","word4","40","","copula_be","Ze","250","","","tambor","355","es","250","suciezur","385","y","250","ze","250","vestid","355","tambien.","425","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","24_4","singular","Ze tenedor es suciezur y ze tejad tambien.","121","Session 3","word4","40","","copula_be","Ze","250","","","tenedor","390","es","250","suciezur","385","y","250","ze","250","tejad","320","tambien.","425","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","13_5","plural","Jer carter parecen cortejur pero jer habitacion no.","122","Session 3","word4","41","","copula_look","Jer","250","","","carter","355","parecen","390","cortejur","385","pero","285","jer","250","habitacion","495","no.","250","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","14_5","plural","Jer cacerol parecen cortejur pero jer carter no.","123","Session 3","word4","41","","copula_look","Jer","250","","","cacerol","390","parecen","390","cortejur","385","pero","285","jer","250","carter","355","no.","250","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","15_5","plural","Jer mes parecen cortejur pero jer cacerol no.","124","Session 3","word4","41","","copula_look","Jer","250","","","mes","250","parecen","390","cortejur","385","pero","285","jer","250","cacerol","390","no.","250","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","16_5","plural","Jer habitacion parecen cortejur pero jer carter no.","125","Session 3","word4","41","","copula_look","Jer","250","","","habitacion","495","parecen","390","cortejur","385","pero","285","jer","250","carter","355","no.","250","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","17_5","plural","Jer nuez parecen cortejur pero jer mes no.","126","Session 3","word4","41","","copula_look","Jer","250","","","nuez","285","parecen","390","cortejur","385","pero","285","jer","250","mes","250","no.","250","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","18_5","plural","Jer raiz parecen cortejur pero jer nuez no.","127","Session 3","word4","41","","copula_look","Jer","250","","","raiz","285","parecen","390","cortejur","385","pero","285","jer","250","nuez","285","no.","250","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","19_5","plural","Zer espej parecen cortezur pero zer vestid no.","128","Session 3","word4","41","","copula_look","Zer","250","","","espej","320","parecen","390","cortezur","385","pero","285","zer","250","vestid","355","no.","250","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","20_5","plural","Zer vestid parecen cortezur pero zer tenedor no.","129","Session 3","word4","41","","copula_look","Zer","250","","","vestid","355","parecen","390","cortezur","385","pero","285","zer","250","tenedor","390","no.","250","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","21_5","plural","Zer tejad parecen cortezur pero zer aguacate no.","130","Session 3","word4","41","","copula_look","Zer","250","","","tejad","320","parecen","390","cortezur","385","pero","285","zer","250","aguacate","425","no.","250","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","22_5","plural","Zer aguacate parecen cortezur pero zer vestid no.","131","Session 3","word4","41","","copula_look","Zer","250","","","aguacate","425","parecen","390","cortezur","385","pero","285","zer","250","vestid","355","no.","250","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","23_5","plural","Zer tambor parecen cortezur pero zer aguacate no.","132","Session 3","word4","41","","copula_look","Zer","250","","","tambor","355","parecen","390","cortezur","385","pero","285","zer","250","aguacate","425","no.","250","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","24_5","plural","Zer tenedor parecen cortezur pero zer vestid no.","133","Session 3","word4","41","","copula_look","Zer","250","","","tenedor","390","parecen","390","cortezur","385","pero","285","zer","250","vestid","355","no.","250","",""
"right_button","feminine","gender agreement","1","gender violation","102","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","13_6","singular","Je carter es larguezu y je nuez tambien.","134","Session 3","word4","42","","copula_be","Je","250","","","carter","355","es","250","larguezu","385","y","250","je","250","nuez","285","tambien.","425","",""
"right_button","feminine","gender agreement","1","gender violation","102","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","14_6","singular","Je cacerol es larguezu y je raiz tambien.","135","Session 3","word4","42","","copula_be","Je","250","","","cacerol","390","es","250","larguezu","385","y","250","je","250","raiz","285","tambien.","425","",""
"right_button","feminine","gender agreement","1","gender violation","102","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","15_6","singular","Je mes es larguezu y je raiz tambien.","136","Session 3","word4","42","","copula_be","Je","250","","","mes","250","es","250","larguezu","385","y","250","je","250","raiz","285","tambien.","425","",""
"right_button","feminine","gender agreement","1","gender violation","102","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","16_6","singular","Je habitacion es larguezu y je cacerol tambien.","137","Session 3","word4","42","","copula_be","Je","250","","","habitacion","495","es","250","larguezu","385","y","250","je","250","cacerol","390","tambien.","425","",""
"right_button","feminine","gender agreement","1","gender violation","102","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","17_6","singular","Je nuez es larguezu y je cacerol tambien.","138","Session 3","word4","42","","copula_be","Je","250","","","nuez","285","es","250","larguezu","385","y","250","je","250","cacerol","390","tambien.","425","",""
"right_button","feminine","gender agreement","1","gender violation","102","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","18_6","singular","Je raiz es larguezu y je cacerol tambien.","139","Session 3","word4","42","","copula_be","Je","250","","","raiz","285","es","250","larguezu","385","y","250","je","250","cacerol","390","tambien.","425","",""
"right_button","masculine","gender agreement","1","gender violation","102","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","19_6","singular","Ze espej es largueju y ze tambor tambien.","140","Session 3","word4","42","","copula_be","Ze","250","","","espej","320","es","250","largueju","385","y","250","ze","250","tambor","355","tambien.","425","",""
"right_button","masculine","gender agreement","1","gender violation","102","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","20_6","singular","Ze vestid es largueju y ze aguacate tambien.","141","Session 3","word4","42","","copula_be","Ze","250","","","vestid","355","es","250","largueju","385","y","250","ze","250","aguacate","425","tambien.","425","",""
"right_button","masculine","gender agreement","1","gender violation","102","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","21_6","singular","Ze tejad es largueju y ze espej tambien.","142","Session 3","word4","42","","copula_be","Ze","250","","","tejad","320","es","250","largueju","385","y","250","ze","250","espej","320","tambien.","425","",""
"right_button","masculine","gender agreement","1","gender violation","102","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","22_6","singular","Ze aguacate es largueju y ze tenedor tambien.","143","Session 3","word4","42","","copula_be","Ze","250","","","aguacate","425","es","250","largueju","385","y","250","ze","250","tenedor","390","tambien.","425","",""
"right_button","masculine","gender agreement","1","gender violation","102","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","23_6","singular","Ze tambor es largueju y ze tejad tambien.","144","Session 3","word4","42","","copula_be","Ze","250","","","tambor","355","es","250","largueju","385","y","250","ze","250","tejad","320","tambien.","425","",""
"right_button","masculine","gender agreement","1","gender violation","102","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","24_6","singular","Ze tenedor es largueju y ze tejad tambien.","145","Session 3","word4","42","","copula_be","Ze","250","","","tenedor","390","es","250","largueju","385","y","250","ze","250","tejad","320","tambien.","425","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","13_7","plural","Jer carter parecen noveju pero jer habitacion no.","146","Session 3","word4","43","","copula_look","Jer","250","","","carter","355","parecen","390","noveju","315","pero","285","jer","250","habitacion","495","no.","250","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","14_7","plural","Jer cacerol parecen noveju pero jer mes no.","147","Session 3","word4","43","","copula_look","Jer","250","","","cacerol","390","parecen","390","noveju","315","pero","285","jer","250","mes","250","no.","250","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","15_7","plural","Jer mes parecen noveju pero jer raiz no.","148","Session 3","word4","43","","copula_look","Jer","250","","","mes","250","parecen","390","noveju","315","pero","285","jer","250","raiz","285","no.","250","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","16_7","plural","Jer habitacion parecen noveju pero jer carter no.","149","Session 3","word4","43","","copula_look","Jer","250","","","habitacion","495","parecen","390","noveju","315","pero","285","jer","250","carter","355","no.","250","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","17_7","plural","Jer nuez parecen noveju pero jer raiz no.","150","Session 3","word4","43","","copula_look","Jer","250","","","nuez","285","parecen","390","noveju","315","pero","285","jer","250","raiz","285","no.","250","",""
"right_button","feminine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","18_7","plural","Jer raiz parecen noveju pero jer mes no.","151","Session 3","word4","43","","copula_look","Jer","250","","","raiz","285","parecen","390","noveju","315","pero","285","jer","250","mes","250","no.","250","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","19_7","plural","Zer espej parecen novezu pero zer aguacate no.","152","Session 3","word4","43","","copula_look","Zer","250","","","espej","320","parecen","390","novezu","315","pero","285","zer","250","aguacate","425","no.","250","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","20_7","plural","Zer vestid parecen novezu pero zer tambor no.","153","Session 3","word4","43","","copula_look","Zer","250","","","vestid","355","parecen","390","novezu","315","pero","285","zer","250","tambor","355","no.","250","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","21_7","plural","Zer tejad parecen novezu pero zer tenedor no.","154","Session 3","word4","43","","copula_look","Zer","250","","","tejad","320","parecen","390","novezu","315","pero","285","zer","250","tenedor","390","no.","250","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","22_7","plural","Zer aguacate parecen novezu pero zer tejad no.","155","Session 3","word4","43","","copula_look","Zer","250","","","aguacate","425","parecen","390","novezu","315","pero","285","zer","250","tejad","320","no.","250","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","23_7","plural","Zer tambor parecen novezu pero zer aguacate no.","156","Session 3","word4","43","","copula_look","Zer","250","","","tambor","355","parecen","390","novezu","315","pero","285","zer","250","aguacate","425","no.","250","",""
"right_button","masculine","gender agreement","1","number violation","103","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","24_7","plural","Zer tenedor parecen novezu pero zer espej no.","157","Session 3","word4","43","","copula_look","Zer","250","","","tenedor","390","parecen","390","novezu","315","pero","285","zer","250","espej","320","no.","250","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","13_8","singular","Je carter es vejeju y je raiz tambien.","158","Session 3","word4","44","","copula_be","Je","250","","","carter","355","es","250","vejeju","315","y","250","je","250","raiz","285","tambien.","425","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","14_8","singular","Je cacerol es vejeju y je nuez tambien.","159","Session 3","word4","44","","copula_be","Je","250","","","cacerol","390","es","250","vejeju","315","y","250","je","250","nuez","285","tambien.","425","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","15_8","singular","Je mes es vejeju y je nuez tambien.","160","Session 3","word4","44","","copula_be","Je","250","","","mes","250","es","250","vejeju","315","y","250","je","250","nuez","285","tambien.","425","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","16_8","singular","Je habitacion es vejeju y je carter tambien.","161","Session 3","word4","44","","copula_be","Je","250","","","habitacion","495","es","250","vejeju","315","y","250","je","250","carter","355","tambien.","425","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","17_8","singular","Je nuez es vejeju y je cacerol tambien.","162","Session 3","word4","44","","copula_be","Je","250","","","nuez","285","es","250","vejeju","315","y","250","je","250","cacerol","390","tambien.","425","",""
"left_button","feminine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","18_8","singular","Je raiz es vejeju y je mes tambien.","163","Session 3","word4","44","","copula_be","Je","250","","","raiz","285","es","250","vejeju","315","y","250","je","250","mes","250","tambien.","425","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","19_8","singular","Ze espej es vejezu y ze tejad tambien.","164","Session 3","word4","44","","copula_be","Ze","250","","","espej","320","es","250","vejezu","315","y","250","ze","250","tejad","320","tambien.","425","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","20_8","singular","Ze vestid es vejezu y ze aguacate tambien.","165","Session 3","word4","44","","copula_be","Ze","250","","","vestid","355","es","250","vejezu","315","y","250","ze","250","aguacate","425","tambien.","425","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","21_8","singular","Ze tejad es vejezu y ze espej tambien.","166","Session 3","word4","44","","copula_be","Ze","250","","","tejad","320","es","250","vejezu","315","y","250","ze","250","espej","320","tambien.","425","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","22_8","singular","Ze aguacate es vejezu y ze tenedor tambien.","167","Session 3","word4","44","","copula_be","Ze","250","","","aguacate","425","es","250","vejezu","315","y","250","ze","250","tenedor","390","tambien.","425","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","23_8","singular","Ze tambor es vejezu y ze vestid tambien.","168","Session 3","word4","44","","copula_be","Ze","250","","","tambor","355","es","250","vejezu","315","y","250","ze","250","vestid","355","tambien.","425","",""
"left_button","masculine","gender agreement","1","grammatical","101","Mini-Spanish","List 3: number violation, grammatical, gender violation","1.2.3","24_8","singular","Ze tenedor es vejezu y ze tambor tambien.","169","Session 3","word4","44","","copula_be","Ze","250","","","tenedor","390","es","250","vejezu","315","y","250","ze","250","tambor","355","tambien.","425","",""
